hub_id,alignment_id,alignment_label,linked_axis_ids_json,tensor_slice_id,tensor_channel,feature_id,feature_group,source_name,dataset_name,context_member_ids_json,provenance_bundle_id,source_row_index,source_entity_id,source_entity_label,resolved_provenance_bundle_ids_json,resolved_source_row_indices_json,numeric_value,text_value,json_value
hub:gria1,alignment:gria1,GRIA1,"[""mechanistic_axis:variant-to-gene""]",alignment:gria1|pgc|pgc.criterion.finemap-priority-gene|uncertainty|absent,uncertainty,pgc.criterion.finemap-priority-gene,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:finemap-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",pgc:glutamatergic-prioritized-genes,,,,"[""pgc:glutamatergic-prioritized-genes""]",[],0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}"
hub:gria1,alignment:gria1,GRIA1,"[""mechanistic_axis:variant-to-gene""]",alignment:gria1|pgc|pgc.criterion.sig-adultfusion|uncertainty|absent,uncertainty,pgc.criterion.sig-adultfusion,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",pgc:glutamatergic-prioritized-genes,,,,"[""pgc:glutamatergic-prioritized-genes""]",[],0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}"
hub:gria1,alignment:gria1,GRIA1,"[""mechanistic_axis:variant-to-gene""]",alignment:gria1|pgc|pgc.criterion.smr-priority-gene|uncertainty|absent,uncertainty,pgc.criterion.smr-priority-gene,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",pgc:glutamatergic-prioritized-genes,,,,"[""pgc:glutamatergic-prioritized-genes""]",[],0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}"
hub:gria1,alignment:gria1,GRIA1,"[""mechanistic_axis:variant-to-gene""]",alignment:gria1|pgc|pgc.criterion.smrpsych|uncertainty|absent,uncertainty,pgc.criterion.smrpsych,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",pgc:glutamatergic-prioritized-genes,,,,"[""pgc:glutamatergic-prioritized-genes""]",[],0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}"
hub:gria1,alignment:gria1,GRIA1,"[""mechanistic_axis:variant-to-gene""]",alignment:gria1|pgc|pgc.prioritised|uncertainty|absent,uncertainty,pgc.prioritised,prioritization_summary,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",pgc:glutamatergic-prioritized-genes,,,,"[""pgc:glutamatergic-prioritized-genes""]",[],0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}"
hub:gria1,alignment:gria1,GRIA1,"[""mechanistic_axis:variant-to-gene""]",alignment:gria1|pgc|pgc.priority_index_snp_count|uncertainty|absent,uncertainty,pgc.priority_index_snp_count,index_snp_summary,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",pgc:glutamatergic-prioritized-genes,,,,"[""pgc:glutamatergic-prioritized-genes""]",[],0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}"
hub:gria1,alignment:gria1,GRIA1,"[""mechanistic_axis:variant-to-gene""]",alignment:gria1|pgc|pgc.priority_index_snps|uncertainty|absent,uncertainty,pgc.priority_index_snps,index_snp_summary,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:high""]",pgc:glutamatergic-prioritized-genes,,,,"[""pgc:glutamatergic-prioritized-genes""]",[],0.8,high,"{""missingness_kind"": ""source_absent"", ""reason"": ""source_absent_for_alignment"", ""related_channel"": ""missingness""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:clinical-translation""]",alignment:grin2a|opentargets|opentargets.datatype.clinical|observed|1,observed,opentargets.datatype.clinical,datatype_score,opentargets,glutamatergic_baseline,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:clinical"", ""alignment_status:id-consistent""]",opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A,"[""opentargets:glutamatergic-baseline""]","[""1""]",0.6344623605437137,,
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:disease-association""]",alignment:grin2a|opentargets|opentargets.datatype.genetic-association|observed|1,observed,opentargets.datatype.genetic-association,datatype_score,opentargets,glutamatergic_baseline,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:genetic-association"", ""alignment_status:id-consistent""]",opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A,"[""opentargets:glutamatergic-baseline""]","[""1""]",0.6936562883163389,,
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:disease-association""]",alignment:grin2a|opentargets|opentargets.generic_platform_baseline|observed|1,observed,opentargets.generic_platform_baseline,association_score,opentargets,glutamatergic_baseline,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""alignment_status:id-consistent""]",opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A,"[""opentargets:glutamatergic-baseline""]","[""1""]",0.614054094449,,
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:disease-association""]",alignment:grin2a|pgc|pgc.common_variant_support|observed|1,observed,pgc.common_variant_support,association_score,pgc,glutamatergic_prioritized_genes,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0.25,,
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.criterion.finemap-priority-gene|observed|1,observed,pgc.criterion.finemap-priority-gene,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:finemap-priority-gene"", ""alignment_status:id-consistent""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",1,true,
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.criterion.sig-adultfusion|observed|1,observed,pgc.criterion.sig-adultfusion,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",1,true,
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.criterion.smr-priority-gene|observed|1,observed,pgc.criterion.smr-priority-gene,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0,false,
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.criterion.smrpsych|observed|1,observed,pgc.criterion.smrpsych,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0,false,
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.prioritised|observed|1,observed,pgc.prioritised,prioritization_summary,pgc,glutamatergic_prioritized_genes,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",1,true,
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.priority_index_snp_count|observed|1,observed,pgc.priority_index_snp_count,index_snp_summary,pgc,glutamatergic_prioritized_genes,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",1,,
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.priority_index_snps|observed|1,observed,pgc.priority_index_snps,index_snp_summary,pgc,glutamatergic_prioritized_genes,"[""channel:observed"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",,,"[""rs9926049""]"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:clinical-translation""]",alignment:grin2a|opentargets|opentargets.datatype.clinical|uncertainty|1,uncertainty,opentargets.datatype.clinical,datatype_score,opentargets,glutamatergic_baseline,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:clinical"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A,"[""opentargets:glutamatergic-baseline""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:disease-association""]",alignment:grin2a|opentargets|opentargets.datatype.genetic-association|uncertainty|1,uncertainty,opentargets.datatype.genetic-association,datatype_score,opentargets,glutamatergic_baseline,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:genetic-association"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A,"[""opentargets:glutamatergic-baseline""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:disease-association""]",alignment:grin2a|opentargets|opentargets.generic_platform_baseline|uncertainty|1,uncertainty,opentargets.generic_platform_baseline,association_score,opentargets,glutamatergic_baseline,"[""channel:uncertainty"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",opentargets:glutamatergic-baseline,1,ENSG00000183454,GRIN2A,"[""opentargets:glutamatergic-baseline""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:disease-association""]",alignment:grin2a|pgc|pgc.common_variant_support|uncertainty|1,uncertainty,pgc.common_variant_support,association_score,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.criterion.finemap-priority-gene|uncertainty|1,uncertainty,pgc.criterion.finemap-priority-gene,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:finemap-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.criterion.sig-adultfusion|uncertainty|1,uncertainty,pgc.criterion.sig-adultfusion,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:sig-adultfusion"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.criterion.smr-priority-gene|uncertainty|1,uncertainty,pgc.criterion.smr-priority-gene,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smr-priority-gene"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.criterion.smrpsych|uncertainty|1,uncertainty,pgc.criterion.smrpsych,prioritization_criterion,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""criterion:smrpsych"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.prioritised|uncertainty|1,uncertainty,pgc.prioritised,prioritization_summary,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.priority_index_snp_count|uncertainty|1,uncertainty,pgc.priority_index_snp_count,index_snp_summary,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grin2a,alignment:grin2a,GRIN2A,"[""mechanistic_axis:variant-to-gene""]",alignment:grin2a|pgc|pgc.priority_index_snps|uncertainty|1,uncertainty,pgc.priority_index_snps,index_snp_summary,pgc,glutamatergic_prioritized_genes,"[""channel:uncertainty"", ""source:pgc"", ""dataset:glutamatergic-prioritized-genes"", ""study:pgc-scz2022"", ""alignment_status:id-consistent"", ""uncertainty_level:low""]",pgc:glutamatergic-prioritized-genes,1,ENSG00000183454,GRIN2A,"[""pgc:glutamatergic-prioritized-genes""]","[""1""]",0.2,low,"{""reason"": ""cross_source_entity_id_consistent"", ""related_channel"": ""observed""}"
hub:grm3,alignment:grm3,GRM3,"[""mechanistic_axis:clinical-translation""]",alignment:grm3|opentargets|opentargets.datatype.clinical|observed|3,observed,opentargets.datatype.clinical,datatype_score,opentargets,glutamatergic_baseline,"[""channel:observed"", ""source:opentargets"", ""dataset:glutamatergic-baseline"", ""disease:mondo-0005090"", ""datatype:clinical"", ""alignment_status:id-consistent""]",opentargets:glutamatergic-baseline,3,ENSG00000198822,GRM3,"[""opentargets:glutamatergic-baseline""]","[""3""]",0.5910776204588456,,
